File,Provider,Record,ID,UTC,Category,Reason,XML
application.evtx,Microsoft-Windows-RestartManager,908,10001,2026-09-15T17:59:20.6749821Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-908.xml
application.evtx,MsiInstaller,909,1040,2026-09-15T17:59:23.5505283Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-909.xml
application.evtx,Microsoft-Windows-RestartManager,910,10000,2026-09-15T17:59:23.6163585Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-910.xml
application.evtx,Microsoft-Windows-RestartManager,911,10010,2026-09-15T17:59:23.8494916Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-911.xml
application.evtx,Microsoft-Windows-RestartManager,912,10010,2026-09-15T17:59:23.8549054Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-912.xml
application.evtx,Microsoft-Windows-RestartManager,913,10010,2026-09-15T17:59:23.8623463Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-913.xml
application.evtx,Microsoft-Windows-RestartManager,914,10010,2026-09-15T17:59:23.8673932Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-914.xml
application.evtx,Microsoft-Windows-RestartManager,915,10010,2026-09-15T17:59:23.8721690Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-915.xml
application.evtx,Microsoft-Windows-RestartManager,916,10010,2026-09-15T17:59:23.8742776Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-916.xml
application.evtx,Microsoft-Windows-RestartManager,917,10005,2026-09-15T17:59:23.8742943Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-917.xml
application.evtx,Microsoft-Windows-RestartManager,918,10000,2026-09-15T17:59:23.8878758Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-918.xml
application.evtx,Microsoft-Windows-RestartManager,919,10010,2026-09-15T17:59:23.9159888Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-919.xml
application.evtx,Microsoft-Windows-RestartManager,920,10010,2026-09-15T17:59:23.9221211Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-920.xml
application.evtx,Microsoft-Windows-RestartManager,921,10010,2026-09-15T17:59:23.9274904Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-921.xml
application.evtx,Microsoft-Windows-RestartManager,922,10010,2026-09-15T17:59:23.9317049Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-922.xml
application.evtx,Microsoft-Windows-RestartManager,923,10005,2026-09-15T17:59:23.9392317Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-923.xml
application.evtx,Microsoft-Windows-RestartManager,924,10000,2026-09-15T17:59:23.9926601Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-924.xml
application.evtx,Microsoft-Windows-RestartManager,925,10010,2026-09-15T17:59:24.2077996Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-925.xml
application.evtx,Microsoft-Windows-RestartManager,926,10010,2026-09-15T17:59:24.2117688Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-926.xml
application.evtx,Microsoft-Windows-RestartManager,927,10010,2026-09-15T17:59:24.2156221Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-927.xml
application.evtx,Microsoft-Windows-RestartManager,928,10010,2026-09-15T17:59:24.2197244Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-928.xml
application.evtx,Microsoft-Windows-RestartManager,929,10010,2026-09-15T17:59:24.2236060Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-929.xml
application.evtx,Microsoft-Windows-RestartManager,930,10010,2026-09-15T17:59:24.2252885Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-930.xml
application.evtx,Microsoft-Windows-RestartManager,931,10005,2026-09-15T17:59:24.2253053Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-931.xml
application.evtx,Microsoft-Windows-RestartManager,932,10000,2026-09-15T17:59:24.2265714Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-932.xml
application.evtx,Microsoft-Windows-RestartManager,933,10010,2026-09-15T17:59:24.2640517Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-933.xml
application.evtx,Microsoft-Windows-RestartManager,934,10010,2026-09-15T17:59:24.2675848Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-934.xml
application.evtx,Microsoft-Windows-RestartManager,935,10010,2026-09-15T17:59:24.2707795Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-935.xml
application.evtx,Microsoft-Windows-RestartManager,936,10010,2026-09-15T17:59:24.2740239Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-936.xml
application.evtx,Microsoft-Windows-RestartManager,937,10005,2026-09-15T17:59:24.2800011Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-937.xml
application.evtx,MsiInstaller,938,11707,2026-09-15T17:59:25.6610979Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-938.xml
application.evtx,MsiInstaller,939,1033,2026-09-15T17:59:25.6610979Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-939.xml
application.evtx,MsiInstaller,940,1042,2026-09-15T17:59:25.7866214Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-940.xml
application.evtx,MsiInstaller,941,1040,2026-09-15T17:59:25.8964940Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-941.xml
application.evtx,Microsoft-Windows-RestartManager,942,10001,2026-09-15T17:59:25.7177907Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-942.xml
application.evtx,Microsoft-Windows-RestartManager,943,10001,2026-09-15T17:59:25.7216339Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-943.xml
application.evtx,Microsoft-Windows-RestartManager,944,10001,2026-09-15T17:59:25.8113339Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-944.xml
application.evtx,Microsoft-Windows-RestartManager,945,10001,2026-09-15T17:59:25.8199447Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-945.xml
application.evtx,Microsoft-Windows-RestartManager,946,10000,2026-09-15T17:59:26.0569183Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-946.xml
application.evtx,Microsoft-Windows-RestartManager,947,10010,2026-09-15T17:59:26.7733501Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-947.xml
application.evtx,Microsoft-Windows-RestartManager,948,10005,2026-09-15T17:59:26.7733631Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-948.xml
application.evtx,Microsoft-Windows-RestartManager,949,10000,2026-09-15T17:59:26.7751669Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-949.xml
application.evtx,Microsoft-Windows-RestartManager,950,10005,2026-09-15T17:59:26.7953271Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-950.xml
application.evtx,Microsoft-Windows-RestartManager,951,10000,2026-09-15T17:59:26.9001878Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-951.xml
application.evtx,Microsoft-Windows-RestartManager,952,10010,2026-09-15T17:59:27.2403192Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-952.xml
application.evtx,Microsoft-Windows-RestartManager,953,10005,2026-09-15T17:59:27.2403336Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-953.xml
application.evtx,Microsoft-Windows-RestartManager,954,10000,2026-09-15T17:59:27.2417772Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-954.xml
application.evtx,Microsoft-Windows-RestartManager,955,10005,2026-09-15T17:59:27.2534774Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-955.xml
application.evtx,MsiInstaller,956,11707,2026-09-15T17:59:28.4318953Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-956.xml
application.evtx,MsiInstaller,957,1033,2026-09-15T17:59:28.4318953Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-957.xml
application.evtx,MsiInstaller,958,1042,2026-09-15T17:59:28.4630712Z,설치 관리,제품·MSI 경로·설치 상태 확인. 설치 활동이며 공격 관련성 입증 없음.,xml/application-958.xml
application.evtx,Microsoft-Windows-RestartManager,959,10001,2026-09-15T17:59:28.4450844Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-959.xml
application.evtx,Microsoft-Windows-RestartManager,960,10001,2026-09-15T17:59:28.4472368Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-960.xml
application.evtx,Microsoft-Windows-RestartManager,961,10001,2026-09-15T17:59:28.4726747Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-961.xml
application.evtx,Microsoft-Windows-RestartManager,962,10001,2026-09-15T17:59:28.4745938Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-962.xml
application.evtx,VSS,963,8224,2026-09-15T17:59:48.3335959Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-963.xml
application.evtx,MsiInstaller,964,1040,2026-09-15T18:00:06.4172913Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-964.xml
application.evtx,VMUpgradeHelper,965,260,2026-09-15T18:00:46.3244061Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-965.xml
application.evtx,VMUpgradeHelper,966,272,2026-09-15T18:00:46.3244061Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-966.xml
application.evtx,VMTools,967,108,2026-09-15T18:00:46.3399439Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-967.xml
application.evtx,Microsoft-Windows-RestartManager,968,10000,2026-09-15T18:00:46.2902608Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-968.xml
application.evtx,Microsoft-Windows-RestartManager,969,10002,2026-09-15T18:00:46.3545917Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-969.xml
application.evtx,Microsoft-Windows-RestartManager,970,10001,2026-09-15T18:00:46.3552668Z,프로세스 보조 관측,UserData의 FullPath·Pid·TSSessionId·상태 확인. 생성 시각·부모·명령줄 미제공.,xml/application-970.xml
application.evtx,VMTools,971,105,2026-09-15T18:01:41.4030848Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-971.xml
application.evtx,MsiInstaller,972,1038,2026-09-15T18:01:50.4735868Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-972.xml
application.evtx,MsiInstaller,973,1042,2026-09-15T18:01:50.5827229Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-973.xml
application.evtx,Windows Error Reporting,974,1001,2026-09-15T18:02:04.0899559Z,응용 오류·WER,대상 이미지·오류 유형·ReportQueue 경로 확인. a.exe 또는 LSASS 덤프 성공 증거 미발견.,xml/application-974.xml
application.evtx,MsiInstaller,975,11707,2026-09-15T18:10:59.3729723Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-975.xml
application.evtx,MsiInstaller,976,1033,2026-09-15T18:10:59.3729723Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-976.xml
application.evtx,MsiInstaller,977,1038,2026-09-15T18:10:59.3729723Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-977.xml
application.evtx,MsiInstaller,978,1029,2026-09-15T18:10:59.3729723Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-978.xml
application.evtx,Wow64 Emulation Layer,979,1109,2026-09-15T18:12:01.8247211Z,프로그램 실행 실패,시스템 익스플로러.exe 호환성 실행 실패. a.exe와 동일 파일이라는 근거 없음.,xml/application-979.xml
application.evtx,Microsoft-Windows-Winlogon,980,6000,2026-09-15T18:12:53.2759930Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-980.xml
application.evtx,Microsoft-Windows-Winlogon,981,6000,2026-09-15T18:12:54.0211521Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-981.xml
application.evtx,MsiInstaller,982,1040,2026-09-15T18:15:04.7331286Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-982.xml
application.evtx,MsiInstaller,983,1038,2026-09-15T18:15:13.1509935Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-983.xml
application.evtx,MsiInstaller,984,1042,2026-09-15T18:15:13.1820271Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-984.xml
application.evtx,MsiInstaller,985,11728,2026-09-15T18:15:17.4695644Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-985.xml
application.evtx,MsiInstaller,986,1035,2026-09-15T18:15:17.4695644Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-986.xml
application.evtx,MsiInstaller,987,1038,2026-09-15T18:15:17.4852597Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-987.xml
application.evtx,MsiInstaller,988,1029,2026-09-15T18:15:17.4862555Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-988.xml
application.evtx,Windows Error Reporting,989,1001,2026-09-15T18:15:41.5877218Z,응용 오류·WER,대상 이미지·오류 유형·ReportQueue 경로 확인. a.exe 또는 LSASS 덤프 성공 증거 미발견.,xml/application-989.xml
application.evtx,Application Hang,990,1002,2026-09-15T18:15:41.5877218Z,응용 오류·WER,대상 이미지·오류 유형·ReportQueue 경로 확인. a.exe 또는 LSASS 덤프 성공 증거 미발견.,xml/application-990.xml
application.evtx,VMUpgradeHelper,991,260,2026-09-15T18:17:19.2047136Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-991.xml
application.evtx,VMUpgradeHelper,992,272,2026-09-15T18:17:19.2047136Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-992.xml
application.evtx,VMTools,993,108,2026-09-15T18:17:19.2173192Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-993.xml
application.evtx,VMTools,994,105,2026-09-15T18:17:19.3738148Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-994.xml
application.evtx,VMUpgradeHelper,995,258,2026-09-15T18:17:22.0617260Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-995.xml
application.evtx,VMUpgradeHelper,996,271,2026-09-15T18:17:23.3105854Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-996.xml
application.evtx,VSS,997,8224,2026-09-15T18:20:20.7880327Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-997.xml
application.evtx,VMTools,998,105,2026-09-15T18:20:37.9585041Z,VMware 환경 구성 제외,VMware 제품·경로·드라이버 또는 동일 COM+ AppId가 원문에 확인됨. 사용자 지침으로 사건 판단 제외.,xml/application-998.xml
application.evtx,VMUpgradeHelper,999,258,2026-09-15T18:20:39.7969208Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-999.xml
application.evtx,VMUpgradeHelper,1000,271,2026-09-15T18:20:41.7311327Z,응용·환경 일반,"Provider, EventData, UserData 및 Binary 존재 확인. 시나리오 실행·통신·덤프·이동 직접 증거 미발견.",xml/application-1000.xml
powershell_classic.evtx,PowerShell,51,600,2026-09-15T17:59:26.6836865Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-51.xml
powershell_classic.evtx,PowerShell,52,600,2026-09-15T17:59:26.6836865Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-52.xml
powershell_classic.evtx,PowerShell,53,600,2026-09-15T17:59:26.6836865Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-53.xml
powershell_classic.evtx,PowerShell,54,600,2026-09-15T17:59:26.6991721Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-54.xml
powershell_classic.evtx,PowerShell,55,600,2026-09-15T17:59:26.6991721Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-55.xml
powershell_classic.evtx,PowerShell,56,600,2026-09-15T17:59:26.6991721Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-56.xml
powershell_classic.evtx,PowerShell,57,400,2026-09-15T17:59:26.6991721Z,PowerShell 세션,HostApplication·HostId·RunspaceId·엔진/공급자 상태 대조 완료.,xml/powershell_classic-57.xml
